Zscore	Cell	Tissue	File	SNPs	Number	Accession
1.357	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs931555,rs9292777,rs397020,rs6074022,rs6498169,rs7191700,rs2293152,rs4410871,rs12644284,rs4902647,rs12456021,rs12212193,rs6062314,rs3745672	1	GSM816644
3.066	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12368653,rs1077667,rs2303759,rs12466022,rs6074022,rs6984045,rs307896,rs7200786,rs6498169,rs7191700,rs1738074,rs4939490,rs140522,rs2300603,rs17445836,rs290986,rs4075958,rs11755724,rs1250540,rs4902647,rs12025416,rs630923,rs12456021,rs12212193,rs2744148,rs3745672,rs756699,rs3780792,rs2546890	2	Lookup
3.754	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs1077667,rs9292777,rs4149584,rs8112449,rs12466022,rs6074022,rs307896,rs17824933,rs1738074,rs140522,rs1335532,rs17445836,rs290986,rs7779014,rs4075958,rs4409785,rs4902647,rs630923,rs12212193,rs1250542,rs9282641,rs3745672,rs2546890	3	Lookup
5.162	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs12368653,rs874628,rs1077667,rs2104286,rs4308217,rs9891119,rs397020,rs2303759,rs12466022,rs6074022,rs307896,rs7191700,rs1738074,rs9657904,rs4939490,rs1335532,rs2300603,rs17445836,rs6952809,rs290986,rs12644284,rs4075958,rs4902647,rs630923,rs10936599,rs12212193,rs1062158,rs9282641,rs3745672,rs2546890	4	Lookup
4.030	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs874628,rs7090512,rs2104286,rs9292777,rs9321490,rs8112449,rs12466022,rs6074022,rs307896,rs17824933,rs2248359,rs7191700,rs1738074,rs1335532,rs6952809,rs290986,rs386965,rs12644284,rs4075958,rs4902647,rs630923,rs11154801,rs12212193,rs9282641,rs3745672,rs2546890	5	Lookup
2.823	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1077667,rs2303759,rs12466022,rs307896,rs6498169,rs11865121,rs7191700,rs1738074,rs290986,rs17594362,rs12644284,rs4075958,rs630923,rs12212193,rs7255066,rs9282641,rs3745672,rs1800693,rs2546890,rs2503875	6	GSM816664
2.341	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs874628,rs1077667,rs9321490,rs12466022,rs6074022,rs307896,rs17824933,rs11865121,rs1738074,rs6604026,rs1335532,rs7779014,rs4075958,rs4902647,rs12212193,rs3745672	7	GSM736607
4.728	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs874628,rs1077667,rs2104286,rs9292777,rs8112449,rs12466022,rs2293370,rs7191700,rs1738074,rs1335532,rs2300603,rs17445836,rs170934,rs290986,rs4075958,rs4902647,rs630923,rs12212193,rs9282641,rs3745672,rs2546890	8	GSM736558,GSM736635
6.071	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs874628,rs1077667,rs4308217,rs9891119,rs9321490,rs10466829,rs12466022,rs6074022,rs6984045,rs7191700,rs1738074,rs9657904,rs6604026,rs1335532,rs2300603,rs6952809,rs290986,rs4410871,rs386965,rs4075958,rs4902647,rs630923,rs12212193,rs6062314,rs9282641,rs3745672,rs2546890	9	GSM736525
4.389	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs874628,rs1077667,rs4308217,rs9891119,rs9292777,rs9321490,rs10466829,rs6074022,rs6984045,rs307896,rs7191700,rs1738074,rs1335532,rs2300603,rs6952809,rs12644284,rs4075958,rs4409785,rs4902647,rs630923,rs12212193,rs9282641,rs3745672	10	GSM736512,GSM736561
