Zscore	Cell	Tissue	File	SNPs	Number	Accession
0.290	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.CB1_1-3-2011.DS17702.twopass.merge150.wgt10.zgt2.wig	rs1757171,rs904251,rs16832015,rs8020441	1	GSM701525
-1.495	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.CB6_1-4-2011.DS17706.twopass.merge150.wgt10.zgt2.wig	rs2002030	2	GSM701526
-1.887	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.RO_01679.DS17198.twopass.merge150.wgt10.zgt2.wig		3	GSM665837
-0.745	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.RO_01701.DS17534.twopass.merge150.wgt10.zgt2.wig	rs3772130,rs3744064,rs2058350,rs16832015	4	GSM701516
0.349	CD4_Mobilised;	Blood	UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01679.DS16955.twopass.merge150.wgt10.zgt2.wig	rs1757171,rs904251,rs530501,rs2058350,rs16832015,rs4668356	5	GSM701489
-0.891	CD4_Mobilised;	Blood	UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01701.DS17175.twopass.merge150.wgt10.zgt2.wig	rs1124769,rs904251,rs4668356	6	GSM701491
-1.351	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01549.DS15947.twopass.merge150.wgt10.zgt2.wig	rs904251,rs2058350	7	GSM665812
-1.088	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01679.DS17212.twopass.merge150.wgt10.zgt2.wig	rs6118083,rs904251	8	GSM665839
-0.137	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01689.DS17329.twopass.merge150.wgt10.zgt2.wig	rs7612209,rs904251,rs12423712,rs2058350,rs16832015	9	GSM817166
-1.352	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01701.DS17881.twopass.merge150.wgt10.zgt2.wig	rs904251	10	GSM701539
-0.516	CD8_Mobilised;	Blood	UW.Mobilized_CD8_Primary_Cells.ChromatinAccessibility.RO_01679.DS16962.twopass.merge150.wgt10.zgt2.wig	rs1324015,rs904251,rs2058350,rs2289577	11	GSM817160
-0.086	CD8	Blood	UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01549.DS16012.twopass.merge150.wgt10.zgt2.wig	rs3744064,rs2002030,rs904251,rs2058350,rs16832015,rs11984145	12	GSM665813
-1.283	CD8	Blood	UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01679.DS17203.twopass.merge150.wgt10.zgt2.wig	rs904251	13	GSM665838
-0.966	CD8	Blood	UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01689.DS17332.twopass.merge150.wgt10.zgt2.wig	rs17718580,rs6118083,rs904251	14	GSM701499
-1.535	CD8	Blood	UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01701.DS17885.twopass.merge150.wgt10.zgt2.wig		15	GSM701540
-1.586	CD14	Blood	UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01689.DS17391.twopass.merge150.wgt10.zgt2.wig	rs17086609	16	GSM701503
-1.448	CD14	Blood	UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01701.DS17889.twopass.merge150.wgt10.zgt2.wig	rs9442235	17	GSM701541
-1.023	CD19	Blood	UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01679.DS17186.twopass.merge150.wgt10.zgt2.wig	rs3744064,rs2002030,rs904251	18	GSM701492
-0.073	CD19	Blood	UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01689.DS17281.twopass.merge150.wgt10.zgt2.wig	rs6683071,rs2002030,rs2058350,rs16832015	19	GSM701493
0.509	CD19	Blood	UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01701.DS17440.twopass.merge150.wgt10.zgt2.wig	rs2002030,rs904251,rs1265879,rs2058350,rs17086609,rs11984145	20	GSM701507
-0.807	CD20	Blood	UW.CD20_Primary_Cells.ChromatinAccessibility.RO_01778.DS17371.twopass.merge150.wgt10.zgt2.wig	rs448720,rs4083578,rs2229741,rs6118083,rs9442235	21	GSM701500
-1.099	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_00738.DS13199.twopass.merge150.wgt10.zgt2.wig	rs4145170,rs6118083	22	GSM530664
-0.443	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01480.DS12771.twopass.merge150.wgt10.zgt2.wig	rs4145170,rs3744064,rs6118083	23	GSM530658
-0.929	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01492.DS12774.twopass.merge150.wgt10.zgt2.wig	rs4145170,rs6118083	24	GSM530659
0.186	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01492.DS14206.twopass.merge150.wgt10.zgt2.wig	rs4145170,rs1891498,rs448720,rs4083578,rs6118083	25	GSM595919
-0.599	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01508.DS11202.twopass.merge150.wgt10.zgt2.wig	rs4145170,rs6118083,rs12423712	26	GSM493386
0.820	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01517.DS14129.twopass.merge150.wgt10.zgt2.wig	rs4145170,rs960089,rs10279573,rs2229741,rs6118083,rs904251	27	GSM595917
-0.042	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01520.DS12785.twopass.merge150.wgt10.zgt2.wig	rs4145170,rs448720,rs6118083,rs12423712	28	GSM530660
-0.654	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01527.DS11666.twopass.merge150.wgt10.zgt2.wig	rs4145170,rs1757171,rs6118083	29	GSM493387
0.267	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01535.DS12274.twopass.merge150.wgt10.zgt2.wig	rs4145170,rs448720,rs6118083,rs12423712	30	GSM493384
-0.290	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01535.DS14197.twopass.merge150.wgt10.zgt2.wig	rs4145170,rs6486986,rs448720,rs6118083	31	GSM595918
-0.366	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01536.DS12339.twopass.merge150.wgt10.zgt2.wig	rs4145170,rs6118083,rs3781684	32	GSM530652
0.113	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01549.DS12734.twopass.merge150.wgt10.zgt2.wig	rs4145170,rs6486986,rs6118083,rs12423712,rs1820460	33	GSM530657
-0.425	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01562.DS13196.twopass.merge150.wgt10.zgt2.wig	rs4145170,rs6486986,rs6118083	34	GSM530663
-0.469	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01701.DS17112.twopass.merge150.wgt10.zgt2.wig	rs4145170,rs2229741,rs6118083,rs904251	35	GSM774208
-0.776	CD56_Mobilised;	Blood	UW.Mobilized_CD56_Primary_Cells.ChromatinAccessibility.RO_01689.DS16376.twopass.merge150.wgt10.zgt2.wig	rs17122693,rs904251,rs2058350,rs16832015	36	GSM665820
-0.415	CD56	Blood	UW.CD56_Primary_Cells.ChromatinAccessibility.RO_01679.DS17189.twopass.merge150.wgt10.zgt2.wig	rs4145170,rs904251	37	GSM665836
-0.403	CD56	Blood	UW.CD56_Primary_Cells.ChromatinAccessibility.RO_01701.DS17443.twopass.merge150.wgt10.zgt2.wig	rs6050267,rs6118083,rs904251,rs530501	38	GSM701508
-0.868	Breast_vHMEC	Breast	UW.Breast_vHMEC.ChromatinAccessibility.RM035.DS18406.twopass.merge150.wgt10.zgt2.wig	rs448720,rs1324015,rs2229741	39	GSM753973
0.900	Breast_vHMEC	Breast	UW.Breast_vHMEC.ChromatinAccessibility.RM035.DS18438.twopass.merge150.wgt10.zgt2.wig	rs448720,rs1324015,rs816488,rs2229741,rs2252521,rs1265879,rs7659062	40	GSM753974
-0.356	H1	ES Cell	UW.H1.ChromatinAccessibility.DS18873.twopass.merge150.wgt10.zgt2.wig	rs448720,rs1078373,rs6683071,rs6739054,rs904251,rs3781684	41	GSM878616
-1.482	H1	ES Cell	UW.H1.ChromatinAccessibility.DS19100.twopass.merge150.wgt10.zgt2.wig	rs6739054	42	GSM878621
-0.224	H9	ES Cell	UW.H9.ChromatinAccessibility.DS18517.twopass.merge150.wgt10.zgt2.wig	rs448720,rs6683071,rs3744064,rs6739054,rs2326017,rs2289577,rs7659062	43	GSM878612
0.845	H9	ES Cell	UW.H9.ChromatinAccessibility.DS18522.twopass.merge150.wgt10.zgt2.wig	rs12143943,rs448720,rs13169113,rs6739054,rs904251,rs1265879,rs2289577	44	GSM878613
-0.426	Mesenchymal_Stem_Cells	ES Cell	UW.H1_Derived_Mesenchymal_Stem_Cells.ChromatinAccessibility.DS20671.twopass.merge150.wgt10.zgt2.wig	rs448720,rs1324015,rs13169113,rs1265879	45	GSM906380
-0.449	Mesenchymal_Stem_Cells	ES Cell	UW.H1_Derived_Mesenchymal_Stem_Cells.ChromatinAccessibility.DS21042.twopass.merge150.wgt10.zgt2.wig	rs448720,rs1324015,rs13169113,rs2326017,rs1265879	46	GSM906381
0.427	Mesendoderm_Cultured_Cells	ES Cell	UW.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.ChromatinAccessibility.DS18732.twopass.merge150.wgt10.zgt2.wig	rs448720,rs1324015,rs6683071,rs2326017,rs5934953,rs4861096,rs7659062	47	GSM817198
0.447	Mesendoderm_Cultured_Cells	ES Cell	UW.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.ChromatinAccessibility.DS19310.twopass.merge150.wgt10.zgt2.wig	rs16851254,rs448720,rs1324015,rs6683071,rs6739054,rs2326017,rs5934953	48	GSM817215
1.177	Neuronal_Progenitor_Cultured_Cells	ES Cell	UW.H1_Derived_Neuronal_Progenitor_Cultured_Cells.ChromatinAccessibility.DS18739.twopass.merge150.wgt10.zgt2.wig	rs17586674,rs517811,rs6683071,rs6574433,rs1124769,rs6739054,rs2058350	49	GSM878615
-0.125	Neuronal_Progenitor_Cultured_Cells	ES Cell	UW.H1_Derived_Neuronal_Progenitor_Cultured_Cells.ChromatinAccessibility.DS20153.twopass.merge150.wgt10.zgt2.wig	rs16851254,rs17586674,rs517811,rs6683071,rs13169113,rs6739054	50	GSM906379
-0.089	Trophoblast_Cultured_Cells	ES Cell	UW.H1_BMP4_Derived_Trophoblast_Cultured_Cells.ChromatinAccessibility.DS18736.twopass.merge150.wgt10.zgt2.wig	rs448720,rs1324015,rs6683071,rs2229741,rs2289577	51	GSM878614
0.237	Trophoblast_Cultured_Cells	ES Cell	UW.H1_BMP4_Derived_Trophoblast_Cultured_Cells.ChromatinAccessibility.DS19317.twopass.merge150.wgt10.zgt2.wig	rs1757171,rs1324015,rs6683071,rs2229741,rs2289577	52	GSM878628
-0.234	Fetal_Adrenal_Gland	Fetal Adrenal	UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-22662.DS12528.twopass.merge150.wgt10.zgt2.wig	rs4601609,rs13169113,rs4083578,rs12423712,rs17086609,rs9442235	53	GSM530653
-1.640	Fetal_Adrenal_Gland	Fetal Adrenal	UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-23769.DS17319.twopass.merge150.wgt10.zgt2.wig	rs4601609,rs4083578	54	GSM817165
-0.298	Fetal_Adrenal_Gland	Fetal Adrenal	UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-24409.DS20343.twopass.merge150.wgt10.zgt2.wig	rs4601609,rs10517437,rs4083578,rs6118083,rs12423712,rs2058350	55	GSM878658
2.808	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-22510.DS11872.twopass.merge150.wgt10.zgt2.wig	rs4397449,rs6683071,rs7662358,rs13169113,rs6739054,rs2807580,rs6118083,rs4258076,rs2484873	56	GSM530651
0.702	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-22510.DS11877.twopass.merge150.wgt10.zgt2.wig	rs4397449,rs7662358,rs6739054,rs2807580,rs6118083,rs4258076	57	GSM595913
0.806	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-22911.DS14464.twopass.merge150.wgt10.zgt2.wig	rs4397449,rs7662358,rs6739054,rs2807580,rs6118083,rs4258076,rs2484873	58	GSM595920
1.857	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-23266.DS14717.twopass.merge150.wgt10.zgt2.wig	rs4601609,rs16851254,rs517811,rs6683071,rs6574433,rs13169113,rs6739054,rs2807580,rs2229741,rs2002030,rs6118083,rs4258076	59	GSM595922
0.134	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-23266.DS14718.twopass.merge150.wgt10.zgt2.wig	rs6683071,rs13169113,rs6739054,rs2807580,rs2229741,rs6118083,rs4258076	60	GSM595923
1.613	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-23284.DS14803.twopass.merge150.wgt10.zgt2.wig	rs4397449,rs517811,rs7662358,rs13169113,rs6739054,rs2807580,rs6118083,rs4258076,rs10856240	61	GSM595926
2.315	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-23284.DS14815.twopass.merge150.wgt10.zgt2.wig	rs4397449,rs517811,rs7662358,rs13169113,rs6739054,rs2807580,rs6118083,rs4258076,rs10856240,rs2484873	62	GSM595928
0.850	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-23399.DS15453.twopass.merge150.wgt10.zgt2.wig	rs4397449,rs517811,rs6683071,rs13169113,rs6739054,rs2807580,rs6118083,rs2252521,rs4258076,rs17070284,rs6496074	63	GSM665804
0.829	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-23548.DS16302.twopass.merge150.wgt10.zgt2.wig	rs4397449,rs517811,rs6683071,rs7662358,rs13169113,rs6739054,rs6118083,rs2252521,rs4258076,rs17070284	64	GSM665819
2.598	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-24279.DS20221.twopass.merge150.wgt10.zgt2.wig	rs4397449,rs17586674,rs517811,rs6683071,rs1124769,rs13169113,rs17001239,rs6739054,rs2807580,rs11166827,rs6118083,rs12423712,rs4258076,rs10856240	65	GSM878650
1.120	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-24297.DS20226.twopass.merge150.wgt10.zgt2.wig	rs4397449,rs517811,rs7662358,rs13169113,rs6739054,rs2807580,rs6118083,rs4258076	66	GSM878651
1.166	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-24381.DS20231.twopass.merge150.wgt10.zgt2.wig	rs4397449,rs17586674,rs7662358,rs13169113,rs2807580,rs6118083,rs904251,rs4258076	67	GSM878652
-0.195	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-22662.DS12531.twopass.merge150.wgt10.zgt2.wig	rs1891498,rs448720,rs13169113,rs6118083,rs12423712	68	GSM530654
0.705	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-22727.DS12810.twopass.merge150.wgt10.zgt2.wig	rs1891498,rs448720,rs517811,rs13169113,rs6118083,rs2252521,rs12423712,rs2484873,rs17086609	69	GSM530661
-0.318	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-23468.DS15839.twopass.merge150.wgt10.zgt2.wig	rs6050267,rs1891498,rs3772130,rs234720,rs1124769,rs13169113,rs3744064,rs12423712	70	GSM665811
0.358	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-23500.DS16018.twopass.merge150.wgt10.zgt2.wig	rs1891498,rs3772130,rs4082514,rs234720,rs13169113,rs6118083,rs2252521,rs12423712,rs17086609	71	GSM665814
-0.145	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-23524.DS16146.twopass.merge150.wgt10.zgt2.wig	rs1891498,rs448720,rs234720,rs13169113,rs6739054,rs2229741,rs6118083,rs12639834	72	GSM665817
-0.957	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-23589.DS16500.twopass.merge150.wgt10.zgt2.wig	rs1891498,rs234720,rs13169113,rs6118083,rs2252521,rs12423712,rs12639834	73	GSM665824
-0.268	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-23604.DS16582.twopass.merge150.wgt10.zgt2.wig	rs1891498,rs448720,rs234720,rs13169113,rs3744064,rs6118083,rs12423712	74	GSM665830
