Zscore	Cell	Tissue	File	SNPs	Number	Accession
-1.009	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.CB1_1-3-2011.DS17702.twopass.merge150.wgt10.zgt2.wig	rs16942887,rs4660293,rs643531	1	GSM701525
1.459	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.CB6_1-4-2011.DS17706.twopass.merge150.wgt10.zgt2.wig	rs157580,rs11869286,rs643531,rs737337,rs2925979,rs386000,rs9989419,rs1532624,rs2923084	2	GSM701526
1.028	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.RO_01679.DS17198.twopass.merge150.wgt10.zgt2.wig	rs157580,rs2074356,rs16942887,rs471364,rs643531,rs1077835,rs581080,rs4420638	3	GSM665837
0.479	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.RO_01701.DS17534.twopass.merge150.wgt10.zgt2.wig	rs157580,rs17145738,rs16942887,rs4660293,rs643531,rs174570,rs12449157,rs9989419,rs1864163,rs581080	4	GSM701516
0.890	CD4_Mobilised;	Blood	UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01679.DS16955.twopass.merge150.wgt10.zgt2.wig	rs157580,rs328,rs16942887,rs471364,rs4660293,rs643531,rs2293889,rs1077835,rs2925979,rs9989419,rs581080	5	GSM701489
1.844	CD4_Mobilised;	Blood	UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01701.DS17175.twopass.merge150.wgt10.zgt2.wig	rs7120118,rs157580,rs16942887,rs7134375,rs643531,rs964184,rs2925979,rs9989419,rs1532624,rs581080,rs255052	6	GSM701491
-0.796	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01549.DS15947.twopass.merge150.wgt10.zgt2.wig	rs3905000,rs9282541,rs643531,rs2925979,rs9989419	7	GSM665812
1.306	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01679.DS17212.twopass.merge150.wgt10.zgt2.wig	rs157580,rs328,rs16942887,rs643531,rs7134594,rs2925979,rs1532624,rs2923084,rs581080	8	GSM665839
0.551	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01689.DS17329.twopass.merge150.wgt10.zgt2.wig	rs157580,rs3136441,rs7679,rs16942887,rs11216126,rs643531,rs737337,rs9989419,rs838880,rs181362	9	GSM817166
1.145	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01701.DS17881.twopass.merge150.wgt10.zgt2.wig	rs16942887,rs643531,rs2293889,rs737337,rs2925979,rs9989419,rs1532624,rs1864163,rs2967605	10	GSM701539
0.156	CD8_Mobilised;	Blood	UW.Mobilized_CD8_Primary_Cells.ChromatinAccessibility.RO_01679.DS16962.twopass.merge150.wgt10.zgt2.wig	rs157580,rs643531,rs2814944,rs2925979,rs1532624,rs7240405,rs581080,rs255052	11	GSM817160
-0.083	CD8	Blood	UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01549.DS16012.twopass.merge150.wgt10.zgt2.wig	rs7120118,rs157580,rs16942887,rs643531,rs964184,rs4765127,rs255049,rs1532624,rs581080	12	GSM665813
-0.126	CD8	Blood	UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01679.DS17203.twopass.merge150.wgt10.zgt2.wig	rs157580,rs643531,rs2925979,rs2923084,rs581080	13	GSM665838
0.759	CD8	Blood	UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01689.DS17332.twopass.merge150.wgt10.zgt2.wig	rs7120118,rs157580,rs17145738,rs7679,rs16942887,rs11216126,rs643531,rs174570,rs1077835	14	GSM701499
-0.563	CD8	Blood	UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01701.DS17885.twopass.merge150.wgt10.zgt2.wig	rs7679,rs16942887,rs643531,rs737337	15	GSM701540
-0.283	CD14	Blood	UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01689.DS17391.twopass.merge150.wgt10.zgt2.wig	rs328,rs7679,rs2925979,rs12449157,rs386000	16	GSM701503
-0.018	CD14	Blood	UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01701.DS17889.twopass.merge150.wgt10.zgt2.wig	rs157580,rs328,rs16942887,rs4660293,rs2925979	17	GSM701541
0.702	CD19	Blood	UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01679.DS17186.twopass.merge150.wgt10.zgt2.wig	rs17145738,rs10489615,rs328,rs643531,rs2925979,rs386000,rs9989419,rs1532624,rs581080	18	GSM701492
2.797	CD19	Blood	UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01689.DS17281.twopass.merge150.wgt10.zgt2.wig	rs157580,rs10489615,rs328,rs3136441,rs16942887,rs4660293,rs643531,rs964184,rs2925979,rs9989419,rs1532624,rs581080,rs255052	19	GSM701493
0.231	CD19	Blood	UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01701.DS17440.twopass.merge150.wgt10.zgt2.wig	rs157580,rs328,rs643531,rs4765127,rs2925979,rs386000,rs9989419,rs1532624	20	GSM701507
0.169	CD20	Blood	UW.CD20_Primary_Cells.ChromatinAccessibility.RO_01778.DS17371.twopass.merge150.wgt10.zgt2.wig	rs17145738,rs4846914,rs16942887,rs471364,rs9282541,rs643531,rs2144300,rs838880,rs7240405	21	GSM701500
-1.204	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_00738.DS13199.twopass.merge150.wgt10.zgt2.wig	rs2072134,rs2925979,rs12449157	22	GSM530664
-0.399	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01480.DS12771.twopass.merge150.wgt10.zgt2.wig	rs7120118,rs2072134,rs2925979,rs12449157,rs9989419	23	GSM530658
-1.276	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01492.DS12774.twopass.merge150.wgt10.zgt2.wig	rs2072134,rs643531,rs2925979	24	GSM530659
