Zscore	Cell	Tissue	File	SNPs	Number	Accession
6.323	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.CB1_1-3-2011.DS17702.twopass.merge150.wgt10.zgt2.wig	rs925255,rs1819333,rs35675666,rs12946510,rs2227564,rs11742570,rs4256159,rs8005161,rs11168249,rs630923,rs2231884,rs1517352,rs913678,rs907611,rs1456896,rs1042058,rs17293632,rs3024505,rs2382817,rs6586030	1	GSM701525
6.789	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.CB6_1-4-2011.DS17706.twopass.merge150.wgt10.zgt2.wig	rs26528,rs925255,rs1819333,rs35675666,rs12946510,rs2227564,rs11742570,rs4256159,rs2823286,rs10781499,rs8005161,rs12103,rs941823,rs630923,rs2231884,rs913678,rs907611,rs17119,rs7240004,rs194749,rs3024505,rs6478109,rs2382817	2	GSM701526
6.955	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.RO_01679.DS17198.twopass.merge150.wgt10.zgt2.wig	rs925255,rs1819333,rs35675666,rs12946510,rs11742570,rs4256159,rs8005161,rs11168249,rs630923,rs2231884,rs1517352,rs7282490,rs913678,rs907611,rs17119,rs1456896,rs7240004,rs7554511,rs194749,rs17293632,rs3024505,rs4845604,rs6478109,rs2382817	3	GSM665837
7.454	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.RO_01701.DS17534.twopass.merge150.wgt10.zgt2.wig	rs26528,rs9557195,rs925255,rs1819333,rs35675666,rs12946510,rs11742570,rs4256159,rs12199775,rs8005161,rs11168249,rs630923,rs2231884,rs1517352,rs7282490,rs913678,rs907611,rs17119,rs1456896,rs17694108,rs7240004,rs2155219,rs17293632,rs3024505,rs11879191,rs4845604,rs6478109,rs2266959,rs4246215,rs2382817	4	GSM701516
7.151	CD4_Mobilised;	Blood	UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01679.DS16955.twopass.merge150.wgt10.zgt2.wig	rs9557195,rs925255,rs1819333,rs35675666,rs4911259,rs12946510,rs7404095,rs4899554,rs11742570,rs4256159,rs8005161,rs11168249,rs941823,rs630923,rs2231884,rs1517352,rs7282490,rs913678,rs907611,rs17119,rs1456896,rs1250546,rs7240004,rs17293632,rs3024505,rs6863411,rs11879191,rs4845604,rs6478109,rs2266959,rs2382817	5	GSM701489
6.733	CD4_Mobilised;	Blood	UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01701.DS17175.twopass.merge150.wgt10.zgt2.wig	rs26528,rs9557195,rs925255,rs1819333,rs35675666,rs12946510,rs7404095,rs4899554,rs11742570,rs4256159,rs8005161,rs2930047,rs630923,rs2231884,rs1517352,rs913678,rs907611,rs17119,rs1456896,rs7240004,rs17293632,rs3024505,rs6863411,rs11879191,rs4845604,rs6478109,rs2382817	6	GSM701491
7.800	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01549.DS15947.twopass.merge150.wgt10.zgt2.wig	rs9557195,rs925255,rs1819333,rs35675666,rs12946510,rs7404095,rs4899554,rs11742570,rs4256159,rs8005161,rs11168249,rs630923,rs2231884,rs1517352,rs2790216,rs7282490,rs913678,rs907611,rs1456896,rs7240004,rs7554511,rs2488389,rs17293632,rs3024505,rs6863411,rs11879191,rs9297145,rs4845604,rs2266959,rs2382817,rs670523	7	GSM665812
6.969	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01679.DS17212.twopass.merge150.wgt10.zgt2.wig	rs925255,rs1819333,rs35675666,rs12946510,rs7404095,rs11742570,rs4256159,rs8005161,rs6568421,rs2930047,rs630923,rs2231884,rs913678,rs907611,rs1456896,rs7240004,rs194749,rs17293632,rs3024505,rs11879191,rs4845604,rs6478109,rs2266959,rs2382817	8	GSM665839
5.007	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01689.DS17329.twopass.merge150.wgt10.zgt2.wig	rs925255,rs1819333,rs35675666,rs12946510,rs2227564,rs11742570,rs4256159,rs8005161,rs6568421,rs941823,rs630923,rs2231884,rs1517352,rs913678,rs907611,rs17119,rs1456896,rs7240004,rs194749,rs17293632,rs10495903,rs3024505,rs4845604,rs2266959,rs2382817	9	GSM817166
8.206	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01701.DS17881.twopass.merge150.wgt10.zgt2.wig	rs925255,rs35675666,rs2188962,rs12946510,rs7404095,rs4899554,rs11742570,rs4256159,rs2823286,rs12199775,rs12654812,rs8005161,rs11168249,rs630923,rs2231884,rs907611,rs1456896,rs1250546,rs7240004,rs17293632,rs3024505,rs4845604,rs6478109,rs11230563,rs2266959,rs2382817	10	GSM701539
