Zscore	Cell	Tissue	File	SNPs	Number	Accession
5.975	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.CB1_1-3-2011.DS17702.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs3091315,rs8005161,rs10210302,rs6596075,rs1456893,rs713875,rs4802307,rs10995271,rs7329174,rs2476601,rs3828309,rs2062305,rs1551398,rs1456896,rs7076156,rs6651252,rs17293632,rs3024505,rs10065637,rs2274471,rs2284553	1	GSM701525
3.414	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.CB6_1-4-2011.DS17706.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs8005161,rs6478106,rs1456893,rs713875,rs10883365,rs4802307,rs4902642,rs2062305,rs11190141,rs7076156,rs3024505,rs10065637,rs2274471,rs2284553,rs4077515	2	GSM701526
5.294	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.RO_01679.DS17198.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs8005161,rs1456893,rs713875,rs11574514,rs4802307,rs762421,rs6679677,rs7329174,rs13204742,rs11167764,rs2062305,rs1551398,rs1456896,rs7554511,rs7076156,rs6651252,rs17293632,rs3024505,rs2274471,rs2284553	3	GSM665837
4.227	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.RO_01701.DS17534.twopass.merge150.wgt10.zgt2.wig	rs2241880,rs11742570,rs9292777,rs8005161,rs6478106,rs10210302,rs6596075,rs1456893,rs4871611,rs11574514,rs4802307,rs102275,rs6679677,rs4902642,rs7329174,rs2062305,rs17234657,rs1551398,rs1456896,rs7076156,rs6651252,rs17293632,rs3024505,rs1373692,rs2274471,rs2284553	4	GSM701516
3.079	CD4_Mobilised;	Blood	UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01679.DS16955.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs8005161,rs6596075,rs1456893,rs713875,rs11574514,rs4802307,rs762421,rs7329174,rs3828309,rs2062305,rs17234657,rs1551398,rs1456896,rs6651252,rs17293632,rs3024505,rs7746082,rs3091338,rs2274471,rs2284553	5	GSM701489
6.380	CD4_Mobilised;	Blood	UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01701.DS17175.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9891119,rs9292777,rs8005161,rs10210302,rs6596075,rs713875,rs11574514,rs10883365,rs4802307,rs6679677,rs4902642,rs2542151,rs7329174,rs13428812,rs2062305,rs17234657,rs1551398,rs1998598,rs1456896,rs1000113,rs6651252,rs17293632,rs3024505,rs1373692,rs10065637,rs2274471,rs2284553	6	GSM701491
3.652	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01549.DS15947.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs8005161,rs6596075,rs1456893,rs713875,rs10883365,rs4802307,rs4809330,rs762421,rs6679677,rs3828309,rs17234657,rs1456896,rs7554511,rs6651252,rs17293632,rs3024505,rs2274471,rs2284553,rs2834215	7	GSM665812
5.853	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01679.DS17212.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs8005161,rs10210302,rs1456893,rs4820425,rs713875,rs4802307,rs3810936,rs6679677,rs4902642,rs7329174,rs11167764,rs6568421,rs2062305,rs17234657,rs1551398,rs1456896,rs6651252,rs17293632,rs3024505,rs1373692,rs10065637,rs2274471,rs2284553	8	GSM665839
6.563	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01689.DS17329.twopass.merge150.wgt10.zgt2.wig	rs4613763,rs11742570,rs9292777,rs8005161,rs10210302,rs6596075,rs1456893,rs7551188,rs713875,rs744166,rs4802307,rs10495903,rs3792109,rs6679677,rs7329174,rs12720356,rs3828309,rs17695092,rs6568421,rs2062305,rs17234657,rs17309827,rs1551398,rs1456896,rs6651252,rs17293632,rs7517810,rs3024505,rs10065637,rs3091338,rs2274471,rs2284553	9	GSM817166
3.240	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01701.DS17881.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs8005161,rs6596075,rs713875,rs4802307,rs3810936,rs2188962,rs2062305,rs17309827,rs1551398,rs1456896,rs6651252,rs17293632,rs3024505,rs2274471,rs2284553	10	GSM701539
3.838	CD8_Mobilised;	Blood	UW.Mobilized_CD8_Primary_Cells.ChromatinAccessibility.RO_01679.DS16962.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs8005161,rs1728918,rs6596075,rs4871611,rs713875,rs744166,rs4802307,rs10495903,rs6601764,rs7329174,rs281379,rs13204742,rs1551398,rs1456896,rs11190141,rs6651252,rs17293632,rs3024505,rs2274471,rs2284553	11	GSM817160
4.603	CD8	Blood	UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01549.DS16012.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs11584383,rs9292777,rs8005161,rs10210302,rs1456893,rs713875,rs744166,rs11574514,rs4802307,rs2838519,rs4263839,rs6679677,rs7329174,rs13204742,rs3897478,rs11167764,rs3828309,rs17695092,rs2062305,rs1551398,rs5743289,rs1456896,rs6651252,rs3024505,rs2274471,rs2284553	12	GSM665813
4.294	CD8	Blood	UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01679.DS17203.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs8005161,rs10210302,rs1456893,rs713875,rs744166,rs4802307,rs7329174,rs13204742,rs2062305,rs1551398,rs1456896,rs6651252,rs17293632,rs3024505,rs2274471,rs2284553	13	GSM665838
4.864	CD8	Blood	UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01689.DS17332.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs8005161,rs10210302,rs1456893,rs713875,rs4802307,rs3810936,rs6679677,rs7329174,rs281379,rs13204742,rs1799964,rs13428812,rs415890,rs3828309,rs17234657,rs1551398,rs1456896,rs6651252,rs17293632,rs3024505,rs1373692,rs10065637,rs2274471,rs2284553	14	GSM701499
5.179	CD8	Blood	UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01701.DS17885.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs8005161,rs6596075,rs1456893,rs713875,rs11574514,rs4802307,rs7329174,rs13204742,rs1799964,rs2062305,rs1551398,rs1456896,rs6651252,rs17293632,rs3024505,rs2274471,rs2284553,rs4077515	15	GSM701540
1.324	CD14	Blood	UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01689.DS17391.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs8005161,rs713875,rs17234657,rs1551398,rs1456896,rs17293632,rs3024505,rs3091338,rs2274471,rs2284553	16	GSM701503
2.454	CD14	Blood	UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01701.DS17889.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs3091315,rs8005161,rs713875,rs2188962,rs17234657,rs1551398,rs1456896,rs17293632,rs3024505,rs2274471,rs2284553,rs4077515	17	GSM701541
3.880	CD19	Blood	UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01679.DS17186.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs8005161,rs1456893,rs713875,rs181359,rs10883365,rs4802307,rs10181042,rs762421,rs10495903,rs4902642,rs7329174,rs2062305,rs6716753,rs12722489,rs1456896,rs11190141,rs7076156,rs3024505,rs2274471,rs2284553	18	GSM701492
3.598	CD19	Blood	UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01689.DS17281.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs8005161,rs1456893,rs713875,rs11574514,rs10883365,rs4802307,rs10181042,rs4902642,rs7329174,rs11190140,rs2062305,rs6716753,rs1456896,rs11190141,rs6651252,rs3024505,rs2274471,rs2284553	19	GSM701493
6.337	CD19	Blood	UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01701.DS17440.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs11584383,rs9292777,rs8005161,rs10210302,rs1456893,rs11574514,rs10883365,rs4802307,rs10181042,rs762421,rs72981516,rs102275,rs4902642,rs10865331,rs7329174,rs1799964,rs415890,rs2062305,rs6716753,rs11190141,rs7076156,rs17293632,rs3024505,rs10065637,rs3091338,rs2274471,rs2284553,rs2872507	20	GSM701507
2.994	CD20	Blood	UW.CD20_Primary_Cells.ChromatinAccessibility.RO_01778.DS17371.twopass.merge150.wgt10.zgt2.wig	rs4409764,rs11742570,rs9292777,rs8005161,rs2058660,rs1728918,rs713875,rs694739,rs10883365,rs4802307,rs6545946,rs7329174,rs2188962,rs504963,rs6568421,rs2062305,rs7554511,rs6651252,rs17293632,rs12035082,rs10065637,rs2274471,rs2284553	21	GSM701500
2.032	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_00738.DS13199.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs8005161,rs1456893,rs713875,rs11574514,rs10883365,rs4802307,rs7329174,rs2062305,rs1551398,rs6651252,rs3024505,rs2274471,rs2284553	22	GSM530664
2.782	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01480.DS12771.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs8005161,rs713875,rs10883365,rs4802307,rs7329174,rs11190140,rs1736020,rs2062305,rs11190141,rs6651252,rs17293632,rs3024505,rs2274471,rs2284553	23	GSM530658
3.124	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01492.DS12774.twopass.merge150.wgt10.zgt2.wig	rs4409764,rs11742570,rs8005161,rs1456893,rs713875,rs10883365,rs4802307,rs6679677,rs11190140,rs1736020,rs1456896,rs11190141,rs17293632,rs3024505,rs2274471,rs2284553	24	GSM530659
4.401	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01492.DS14206.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs10210302,rs1456893,rs713875,rs10883365,rs4802307,rs6679677,rs7329174,rs11190140,rs1736020,rs2476601,rs2062305,rs1998598,rs11190141,rs17221417,rs17293632,rs7517810,rs3024505,rs2274471,rs2284553	25	GSM595919
2.685	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01508.DS11202.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs713875,rs10883365,rs4802307,rs1819658,rs10495903,rs1456896,rs11190141,rs6651252,rs17293632,rs3024505,rs3091338,rs2274471,rs2284553	26	GSM493386
4.090	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01517.DS14129.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs1456893,rs713875,rs10883365,rs4802307,rs6679677,rs11190140,rs1736020,rs2476601,rs1456896,rs11190141,rs17221417,rs17293632,rs3024505,rs7746082,rs2274471,rs2284553	27	GSM595917
3.609	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01520.DS12785.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs8005161,rs1456893,rs713875,rs744166,rs10883365,rs4802307,rs6679677,rs7329174,rs11190140,rs1736020,rs2062305,rs11190141,rs17221417,rs17293632,rs3024505,rs2274471,rs2284553	28	GSM530660
1.531	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01527.DS11666.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs8005161,rs1456893,rs713875,rs10883365,rs4802307,rs10865331,rs2062305,rs11190141,rs17293632,rs3024505,rs2274471,rs2284553	29	GSM493387
2.231	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01535.DS12274.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs1456893,rs713875,rs10883365,rs4802307,rs7329174,rs11190140,rs1551398,rs11190141,rs6651252,rs17293632,rs3024505,rs2274471,rs2284553	30	GSM493384
1.758	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01535.DS14197.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs1456893,rs713875,rs10883365,rs4802307,rs72981516,rs6679677,rs11190140,rs2062305,rs11190141,rs17221417,rs17293632,rs3024505,rs2274471	31	GSM595918
2.790	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01536.DS12339.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs1456893,rs713875,rs11574514,rs10883365,rs4802307,rs4809330,rs7329174,rs11190140,rs1551398,rs17221417,rs17293632,rs3024505,rs2274471,rs2284553	32	GSM530652
2.451	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01549.DS12734.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs1456893,rs713875,rs10883365,rs4802307,rs6679677,rs7329174,rs11190140,rs1456896,rs11190141,rs17221417,rs6651252,rs17293632,rs3024505,rs2274471,rs2284553	33	GSM530657
2.702	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01562.DS13196.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs8005161,rs1456893,rs713875,rs10883365,rs4802307,rs6679677,rs11190140,rs1736020,rs2062305,rs11190141,rs17293632,rs3024505,rs3091338,rs2274471,rs2284553	34	GSM530663
3.612	CD34_Mobilised;	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01701.DS17112.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs7927894,rs7927997,rs1456893,rs713875,rs12677663,rs10883365,rs4802307,rs2838519,rs6679677,rs7329174,rs11190140,rs1736020,rs6568421,rs2062305,rs1456896,rs11190141,rs6651252,rs17293632,rs3024505,rs2274471,rs2284553	35	GSM774208
4.320	CD56_Mobilised;	Blood	UW.Mobilized_CD56_Primary_Cells.ChromatinAccessibility.RO_01689.DS16376.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs8005161,rs10210302,rs1456893,rs713875,rs744166,rs181359,rs4802307,rs762421,rs7329174,rs1799964,rs3828309,rs2062305,rs17234657,rs12722489,rs1456896,rs11190141,rs7076156,rs17221417,rs6651252,rs3024505,rs1373692,rs3091338,rs2274471,rs2284553	36	GSM665820
4.073	CD56	Blood	UW.CD56_Primary_Cells.ChromatinAccessibility.RO_01679.DS17189.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs8005161,rs1456893,rs7551188,rs713875,rs11574514,rs4802307,rs13204742,rs2062305,rs1551398,rs1456896,rs17293632,rs3024505,rs10065637,rs2274471	37	GSM665836
5.707	CD56	Blood	UW.CD56_Primary_Cells.ChromatinAccessibility.RO_01701.DS17443.twopass.merge150.wgt10.zgt2.wig	rs11742570,rs9292777,rs8005161,rs1728918,rs10210302,rs6596075,rs1456893,rs4871611,rs713875,rs744166,rs10883365,rs4802307,rs6545946,rs102275,rs7329174,rs13204742,rs736289,rs1799964,rs17234657,rs1551398,rs12722489,rs1456896,rs17293632,rs3024505,rs2274471,rs13361189	38	GSM701508
