Zscore	Cell	Tissue	File	SNPs	Number	Accession
2.616	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3738814,rs10152591,rs7507204,rs143384,rs7689420,rs7742369,rs2871865,rs2523178,rs2224391,rs2665838,rs11989122,rs2284746,rs3110496,rs7926971,rs724743,rs654723,rs1367226,rs3760318,rs7183263,rs17318596,rs6060369,rs1150781,rs6088813,rs16942341,rs2597513,rs4932217,rs941873,rs2274432,rs2282978,rs4605213,rs3792752,rs237743,rs749052	1	GSM816644
3.108	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs853356,rs1046943,rs4640244,rs3738814,rs2854160,rs7652177,rs2066807,rs139909,rs10152591,rs2072153,rs10946808,rs143384,rs7689420,rs7742369,rs2871865,rs6060373,rs2523178,rs3812163,rs2224391,rs2665838,rs2284746,rs3110496,rs7926971,rs12680655,rs654723,rs8099594,rs17318596,rs733254,rs6060369,rs10816533,rs2279008,rs16942341,rs7466269,rs862034,rs2597513,rs4932217,rs422421,rs941873,rs1776897,rs9360921,rs494459,rs2274432,rs2282978,rs5742915,rs185819,rs4605213,rs1043515,rs4711336,rs3889237,rs526896,rs7871764,rs955748,rs749052	2	Lookup
2.066	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs3791950,rs11082671,rs2066807,rs2780226,rs10152591,rs7507204,rs10946808,rs4072910,rs910316,rs2871865,rs2154319,rs2523178,rs2224391,rs2665838,rs3110496,rs2292303,rs654723,rs1367226,rs17318596,rs2070776,rs1150781,rs1950500,rs11684404,rs4932217,rs806794,rs494459,rs3782089,rs2274432,rs2282978,rs4605213,rs3116602,rs12449568	3	Lookup
1.946	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs3791950,rs10152591,rs7507204,rs10946808,rs910316,rs2871865,rs6060373,rs2523178,rs12534093,rs3812163,rs2224391,rs11599750,rs3110496,rs1239947,rs2292303,rs1150781,rs1635852,rs12986413,rs11684404,rs4932217,rs31198,rs473902,rs606452,rs2236164,rs806794,rs1776897,rs3816804,rs3782089,rs6439167,rs2274432,rs4605213,rs6569648	4	Lookup
5.116	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs3738814,rs3791950,rs2780226,rs10152591,rs7507204,rs10946808,rs5751614,rs4072910,rs7689420,rs7742369,rs2871865,rs2523178,rs7571816,rs12534093,rs2224391,rs2665838,rs2284746,rs17780086,rs1351394,rs3110496,rs7926971,rs2145272,rs2237886,rs2292303,rs654723,rs8099594,rs946053,rs1150781,rs1047014,rs798544,rs1738475,rs2145998,rs2187642,rs4932217,rs31198,rs806794,rs1776897,rs494459,rs4800148,rs3816804,rs3782089,rs678962,rs2274432,rs2282978,rs4605213,rs1042725,rs7916441,rs6569648	5	Lookup
0.823	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs4640244,rs2814828,rs3738814,rs3791950,rs11611208,rs10152591,rs7507204,rs143384,rs11658329,rs3812163,rs2224391,rs2665838,rs2284746,rs2292303,rs7183263,rs17318596,rs2070776,rs1150781,rs425277,rs1635852,rs420017,rs1738475,rs4932217,rs2274432,rs7032940,rs185819,rs4605213,rs6724465,rs2336725	6	GSM816664
2.984	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs314277,rs2066807,rs2780226,rs7507204,rs7689420,rs2871865,rs2523178,rs314268,rs634552,rs3812163,rs2224391,rs3110496,rs12694997,rs12198986,rs17318596,rs2247341,rs17690232,rs1150781,rs2145998,rs4932217,rs473902,rs806794,rs3782089,rs678962,rs2274432,rs2282978,rs4605213,rs756199,rs4711336,rs237743	7	GSM736607
4.308	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs3791950,rs1569019,rs2066807,rs10152591,rs7507204,rs10946808,rs7689420,rs910316,rs2523178,rs2224391,rs11599750,rs2284746,rs3110496,rs2237886,rs3118914,rs2292303,rs2070776,rs1150781,rs1635852,rs12986413,rs6440003,rs724016,rs4932217,rs473902,rs806794,rs6763931,rs3782089,rs2274432,rs2282978,rs4605213,rs4842838,rs237743	8	GSM736558,GSM736635
1.885	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs3791950,rs1569019,rs139909,rs10152591,rs7507204,rs10946808,rs910316,rs2523178,rs2224391,rs3110496,rs2856321,rs2292303,rs8099594,rs1150781,rs11684404,rs4986172,rs724016,rs1738475,rs4932217,rs473902,rs806794,rs6763931,rs4800148,rs2274432,rs2282978,rs4605213,rs4842838	9	GSM736525
4.235	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs3791950,rs1569019,rs2066807,rs139909,rs10152591,rs7507204,rs10946808,rs7689420,rs7742369,rs910316,rs2523178,rs2224391,rs3110496,rs7926971,rs12694997,rs2292303,rs654723,rs8099594,rs2580816,rs1150781,rs2279008,rs11684404,rs724016,rs4932217,rs806794,rs1776897,rs6763931,rs3816804,rs3782089,rs2274432,rs2282978,rs4605213,rs4842838,rs2814993,rs237743	10	GSM736512,GSM736561
