Zscore	Cell	Tissue	File	SNPs	Number	Accession
0.554	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.CB1_1-3-2011.DS17702.twopass.merge150.wgt10.zgt2.wig	rs835367,rs641862,rs1043274,rs13403276,rs11658587,rs6025590,rs57960711,rs11539570,rs3771514,rs1106693,rs745580,rs17854409,rs2041278,rs2306658,rs1397615,rs3822262,rs10125337,rs2281636,rs3741298,rs3783637,rs2114646,rs2296743,rs10849441,rs16976587,rs13132688,rs8103033,rs6708331,rs6759808,rs3753573,rs16912238	1	GSM701525
0.882	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.CB6_1-4-2011.DS17706.twopass.merge150.wgt10.zgt2.wig	rs4298948,rs835367,rs3751845,rs13403276,rs6025590,rs17041,rs57960711,rs11539570,rs979455,rs1106693,rs745580,rs10510138,rs1320333,rs6598955,rs3740540,rs2041278,rs6693036,rs12079716,rs77443149,rs35694355,rs359980,rs2306658,rs1397615,rs10125337,rs58603829,rs2281636,rs1368578,rs199307,rs3783637,rs2114646,rs16976587,rs4750211,rs6708331,rs6759808,rs3753573	2	GSM701526
1.256	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.RO_01679.DS17198.twopass.merge150.wgt10.zgt2.wig	rs9469457,rs1144713,rs835367,rs1043274,rs11658587,rs6025590,rs57960711,rs11539570,rs979455,rs1106693,rs745580,rs17854409,rs2041278,rs2306658,rs1397615,rs3822262,rs58603829,rs2281636,rs1368578,rs3741298,rs3783637,rs2114646,rs10232743,rs2296743,rs12722987,rs13160161,rs236670,rs10849441,rs12767760,rs16976587,rs13132688,rs8103033,rs6708331,rs3753573,rs16912238	3	GSM665837
0.779	CD3	Blood	UW.CD3_Primary_Cells.ChromatinAccessibility.RO_01701.DS17534.twopass.merge150.wgt10.zgt2.wig	rs8040868,rs1144713,rs4298948,rs835367,rs641862,rs3751845,rs8027587,rs9474614,rs1043274,rs13403276,rs11658587,rs2569507,rs6025590,rs57960711,rs11539570,rs979455,rs1106693,rs745580,rs17854409,rs11264330,rs2041278,rs35694355,rs2306658,rs1397615,rs3822262,rs10125337,rs58603829,rs2281636,rs1368578,rs17130643,rs10207060,rs3783637,rs2114646,rs10232743,rs2296743,rs13160161,rs7112365,rs11213935,rs10849441,rs12767760,rs16976587,rs6733051,rs6476030,rs17360053,rs13132688,rs8103033,rs3733418,rs6708331,rs3753573,rs16912238	4	GSM701516
1.758	CD4_Mobilised;	Blood	UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01679.DS16955.twopass.merge150.wgt10.zgt2.wig	rs8040868,rs1144713,rs1943345,rs4298948,rs835367,rs61743561,rs8027587,rs13403276,rs11658587,rs6025590,rs7124676,rs57960711,rs7595,rs11539570,rs979455,rs1106693,rs745580,rs17854409,rs1320333,rs11264330,rs11259474,rs2041278,rs11065028,rs17064002,rs12079716,rs2071748,rs12327666,rs35694355,rs359980,rs2306658,rs1397615,rs3822262,rs10125337,rs58603829,rs2281636,rs1368578,rs3741298,rs17130643,rs9378357,rs3783637,rs2114646,rs11800820,rs2160669,rs2296743,rs13160161,rs11213935,rs10849441,rs11995252,rs6822297,rs16976587,rs3733418,rs6708331,rs6759808,rs3753573,rs1374313,rs16912238,rs11025523	5	GSM701489
0.608	CD4_Mobilised;	Blood	UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01701.DS17175.twopass.merge150.wgt10.zgt2.wig	rs8040868,rs3800131,rs4298948,rs835367,rs641862,rs11658587,rs6662617,rs6025590,rs941853,rs57960711,rs11539570,rs979455,rs745580,rs2041278,rs17064002,rs2071748,rs2306658,rs1397615,rs3822262,rs10125337,rs58603829,rs2281636,rs1368578,rs11155053,rs3783637,rs2160669,rs2296743,rs13160161,rs10849441,rs549433,rs16976587,rs6733051,rs333960,rs13132688,rs761926,rs6708331,rs6759808,rs3753573,rs1374313,rs9900972,rs16912238	6	GSM701491
0.650	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01549.DS15947.twopass.merge150.wgt10.zgt2.wig	rs1144713,rs835367,rs641862,rs13403276,rs6025590,rs57960711,rs131788,rs11539570,rs979455,rs10130259,rs1106693,rs745580,rs17112901,rs11259474,rs2041278,rs17064002,rs13256369,rs17145612,rs35694355,rs2306658,rs1397615,rs679830,rs3822262,rs10125337,rs58603829,rs3736757,rs2281636,rs1368578,rs11155053,rs7494064,rs3783637,rs2160669,rs2296743,rs13160161,rs16976587,rs12023718,rs6708331,rs6759808,rs12760731,rs3753573,rs1535454,rs16912238	7	GSM665812
0.296	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01679.DS17212.twopass.merge150.wgt10.zgt2.wig	rs1144713,rs4298948,rs835367,rs641862,rs13403276,rs11658587,rs6025590,rs57960711,rs131788,rs11539570,rs979455,rs1106693,rs745580,rs2041278,rs17064002,rs35694355,rs2306658,rs1397615,rs3822262,rs10125337,rs58603829,rs2281636,rs1368578,rs11155053,rs3783637,rs2114646,rs10849441,rs16976587,rs8103033,rs6708331,rs6759808,rs3753573,rs9900972,rs16912238	8	GSM665839
1.526	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01689.DS17329.twopass.merge150.wgt10.zgt2.wig	rs8040868,rs1144713,rs4298948,rs835367,rs17439299,rs8027587,rs1043274,rs13403276,rs11658587,rs2569507,rs11014249,rs6025590,rs75825892,rs62296075,rs57960711,rs11539570,rs979455,rs1106693,rs745580,rs11776272,rs3740540,rs10901212,rs11259474,rs2041278,rs2071748,rs77443149,rs59905655,rs12416860,rs2306658,rs1397615,rs17143586,rs3822262,rs10125337,rs58603829,rs2281636,rs1368578,rs3783637,rs2114646,rs2296743,rs13010639,rs78394940,rs11213935,rs10849441,rs16976587,rs6733051,rs10502386,rs8103033,rs79509430,rs3733418,rs6708331,rs3753573,rs11577354,rs2272306,rs16912238,rs8084125	9	GSM817166
-0.007	CD4	Blood	UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01701.DS17881.twopass.merge150.wgt10.zgt2.wig	rs4298948,rs76547188,rs835367,rs641862,rs3751845,rs8027587,rs13403276,rs11658587,rs6025590,rs57960711,rs131788,rs11539570,rs979455,rs745580,rs11264330,rs2041278,rs17064002,rs12978500,rs2306658,rs1397615,rs3822262,rs2281636,rs1368578,rs3783637,rs2296743,rs10849441,rs16976587,rs77708442,rs8103033,rs3733418,rs6708331,rs6759808,rs1374313	10	GSM701539
